List Date,Company,Group,Sector,Sub Sector,Country of Incorporation,Market,Ord Shares,Dep Receipts,Fixed Int,Warrants, Mkt Cap £m ,International Main Market,FCA Listing Category
17-May-10,CAPITAL & COUNTIES PROPERTIES PLC  ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,Main Market,YES,NO,NO,NO,3028.80661486,N,Premium
22-May-95,CAPITAL & REGIONAL                 ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,Main Market,YES,NO,NO,NO,367.89512865,N,Premium
7-Jun-10,CAPITAL DRILLING LTD               ,2791,Support Services,Business Support Services,BM,Main Market,YES,NO,NO,NO,30.619862,Y,Premium
13-Feb-73,CAPITAL GEARING TRUST              ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,95.39332902,N,Premium
14-Dec-07,CAPITAL LEASE AVIATION PLC         ,2777,Industrial Transportation,Transportation Services,GB,AIM,YES,NO,NO,NO,20.31304069,N,
1-Sep-04,CAPITAL MANAGEMENT & INVESTMENT    ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,8.057399625,N,
20-Apr-06,CAP-XX                             ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,AU,AIM,YES,NO,NO,NO,3.3415367438,N,
9-Dec-08,CARADOR INCOME FUND PLC            ,8985,Equity Investment Instruments,Equity Investment Instruments,IE,Main Market,YES,NO,NO,NO,383.7802079528,Y,Premium
23-Dec-59,CARCLO                             ,1357,Chemicals,Specialty Chemicals,GB,Main Market,YES,NO,NO,NO,58.05099059,N,Premium
20-May-14,CARD FACTORY PLC                   ,5379,General Retailers,Specialty Retailers,GB,Main Market,YES,NO,NO,NO,964.511041285,N,Premium
18-Jun-47,CARDIFF PROPERTY                   ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,Main Market,YES,NO,NO,NO,13.6899807,N,Premium
12-Oct-05,CARETECH HLDGS PLC                 ,4533,Health Care Equipment & Services,Health Care Providers,GB,AIM,YES,NO,NO,NO,118.276287675,N,
30-Jul-99,CARILLION PLC                      ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,1444.795044182,N,Premium
23-Oct-00,CARNIVAL                           ,5755,Travel & Leisure,Recreational Services,GB,Main Market,YES,NO,NO,NO,6317.68350255,N,Premium
23-Jun-93,CARPETRIGHT                        ,5375,General Retailers,Home Improvement Retailers,GB,Main Market,YES,NO,NO,NO,270.523752525,N,Premium
23-May-72,CARR'S MILLING INDUSTRIES          ,3573,Food Producers,Farming & Fishing,GB,Main Market,YES,NO,NO,NO,149.7379763,N,Premium
25-Mar-73,CASTINGS                           ,2757,Industrial Engineering,Industrial Machinery,GB,Main Market,YES,NO,NO,NO,176.6784033963,N,Premium
22-May-06,CASTLETON TECHNOLOGY PLC           ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,23.9773624135,N,
2-Sep-05,CATALYST MEDIA GROUP               ,5553,Media,Broadcasting & Entertainment,GB,AIM,YES,NO,NO,NO,15.61704288,N,
20-Dec-10,CATCO REINSURANCE OPPORTUNITIES FD ,8985,Equity Investment Instruments,Equity Investment Instruments,BM,SFM,NO,NO,NO,NO,436.4640960963,N,
27-Sep-04,CATHAY FINANCIAL HLDG CO           ,8575,Life Insurance,Life Insurance,TW,Main Market,NO,YES,NO,NO,0,Y,
12-Mar-01,CATHAY INTERNATIONAL HLDGS LTD     ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,BM,Main Market,YES,NO,NO,NO,99.21802779,Y,Premium
6-Apr-04,CATLIN GROUP                       ,8536,Nonlife Insurance,Property & Casualty Insurance,BM,Main Market,YES,NO,NO,NO,2406.30311383,Y,Premium
8-Feb-93,CAYENNE TRUST(THE)                 ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,51.8275356225,N,Premium
12-Dec-07,CAZA OIL & GAS INC                 ,533,Oil & Gas Producers,Exploration & Production,CA,AIM,YES,NO,NO,NO,18.0221615463,N,
27-Jun-14,CDIALOGUES PLC                     ,5555,Media,Media Agencies,GB,AIM,YES,NO,NO,NO,15.44536125,N,
18-Dec-06,CEB RESOURCES PLC                  ,587,Alternative Energy,Alternative Fuels,GB,AIM,YES,NO,NO,NO,0.4148767409,N,
21-Sep-05,CELLCAST GROUP                     ,5553,Media,Broadcasting & Entertainment,GB,AIM,YES,NO,NO,NO,0.7169992645,N,
9-Nov-04,CELLO GROUP                        ,5555,Media,Media Agencies,GB,AIM,YES,NO,NO,NO,76.27872444,N,
22-Dec-05,CELTIC                             ,5755,Travel & Leisure,Recreational Services,GB,AIM,YES,NO,YES,NO,70.13296644,N,
31-Oct-06,CENKOS SECURITIES PLC              ,8777,General Financial,Investment Services,GB,AIM,YES,NO,NO,NO,113.22768936,N,
30-Dec-11,CENTAMIN PLC                       ,1777,Mining,Gold Mining,JE,Main Market,YES,NO,NO,NO,678.591602576,N,Premium
17-Dec-04,CENTAUR MEDIA                      ,5557,Media,Publishing,GB,Main Market,YES,NO,NO,NO,90.5163592525,N,Premium
30-Sep-10,CENTRAL ASIA METALS PLC            ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,203.89760082,N,
18-Sep-13,CENTRAL RAND GOLD LTD              ,1777,Mining,Gold Mining,GG,AIM,YES,NO,NO,NO,10.57067297,N,
2-Sep-13,CENTRALNIC GROUP PLC               ,9535,Software & Computer Services,Internet,GB,AIM,YES,NO,NO,NO,26.30810821,N,
17-Feb-97,CENTRICA PLC                       ,7573,"Gas, Water & Multiutilities",Gas Distribution,GB,Main Market,YES,NO,NO,NO,13791.70102464,N,Premium
13-Feb-07,CEPS PLC                           ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,2.0547189,N,
2-Mar-06,CERAMIC FUEL CELLS                 ,583,Alternative Energy,Renewable Energy Equipment,AU,AIM,YES,NO,NO,NO,9.1307281423,N,
25-Nov-04,CERES POWER HLDGS                  ,587,Alternative Energy,Alternative Fuels,GB,AIM,YES,NO,NO,NO,74.830440119,N,
8-Nov-07,CHAARAT GOLD HLDGS LTD             ,1777,Mining,Gold Mining,VG,AIM,YES,NO,NO,NO,36.1639390425,N,
27-Feb-07,CHAGALA GROUP LTD                  ,8733,Real Estate,Real Estate Holding & Development,VG,Main Market,NO,YES,NO,NO,15.1375454685,Y,Standard
23-Nov-06,CHAMBERLIN PLC                     ,2757,Industrial Engineering,Industrial Machinery,GB,AIM,YES,NO,NO,NO,8.3470128,N,
30-Dec-05,CHARACTER GROUP                    ,3747,Leisure Goods,Toys,GB,AIM,YES,NO,NO,NO,60.55078904,N,
19-May-08,CHARIOT OIL & GAS LTD              ,533,Oil & Gas Producers,Exploration & Production,GG,AIM,YES,NO,NO,NO,23.040691842,N,
4-Apr-06,CHARLEMAGNE CAPITAL LTD            ,8771,General Financial,Asset Managers,KY,AIM,YES,NO,NO,NO,35.633486,N,
31-Oct-60,CHARLES STANLEY GROUP              ,8777,General Financial,Investment Services,GB,Main Market,YES,NO,NO,NO,147.29585688,N,Premium
10-Oct-96,CHARLES TAYLOR PLC                 ,8775,General Financial,Specialty Finance,GB,Main Market,YES,NO,NO,NO,110.4392725,N,Premium
13-Nov-06,CHELIABINSK ELEKTROLIT ZINK PLANT  ,1755,Industrial Metals,Nonferrous Metals,RU,Main Market,NO,YES,NO,NO,159.9377003133,Y,Standard
9-Aug-01,CHELVERTON GROWTH TRUST            ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,5.30292735,N,Premium
1-Jul-74,CHEMRING GROUP                     ,2717,Aerospace & Defence,Defence,GB,Main Market,YES,NO,YES,NO,461.90520703,N,Premium
7-Oct-13,CHENAVARI CAPITAL SOLUTIONS LTD    ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,SFM,NO,NO,NO,NO,272.327,N,
15-May-06,CHERKIZOVO GROUP(OJSC)             ,3577,Food Producers,Food Products,RU,Main Market,NO,YES,NO,NO,347.7706170456,Y,Standard
25-May-04,CHESNARA                           ,8575,Life Insurance,Life Insurance,GB,Main Market,YES,NO,NO,NO,389.62433688,N,Premium
19-May-08,CHIME COMMUNICATIONS               ,5555,Media,Media Agencies,GB,Main Market,YES,NO,NO,NO,299.92016812,N,Premium
1-Aug-11,CHINA AFRICA RESOURCES PLC         ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,2.65383476,N,
20-Aug-12,CHINA CHAINTEK UNITED CO LTD       ,2777,Industrial Transportation,Transportation Services,KY,AIM,YES,NO,NO,NO,39.639783375,N,
23-May-11,CHINA NEW ENERGY LTD               ,587,Alternative Energy,Alternative Fuels,JE,AIM,YES,NO,NO,NO,0,N,
31-Jul-13,CHINA NONFERROUS GOLD LTD          ,1775,Mining,General Mining,KY,AIM,YES,NO,NO,NO,114.4926873,N,
18-Oct-00,CHINA PETROLEUM & CHEMICAL CORP    ,537,Oil & Gas Producers,Integrated Oil & Gas,CN,Main Market,NO,YES,NO,NO,9594.7719483525,Y,Standard
16-Oct-13,CHINA RERUN CHEMICAL GROUP LTD     ,1357,Chemicals,Specialty Chemicals,KY,AIM,YES,NO,NO,NO,23.0229,N,
10-Nov-05,CHRISTIE GROUP                     ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,37.40012592,N,
4-Apr-01,CHRYSALIS VCT                      ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,28.698813125,N,Premium
22-Apr-03,CHURCHILL CHINA                    ,3722,Household Goods,Durable Household Products,GB,AIM,YES,NO,NO,NO,60.6336168,N,
15-Apr-05,CHURCHILL MINING PLC               ,1771,Mining,Coal,GB,AIM,YES,NO,NO,NO,17.830916075,N,
31-Dec-07,ARMOR DESIGNS INC                  ,2717,Aerospace & Defence,Defence,US,AIM,YES,NO,NO,NO,0,N,
2-Jul-02,ARMOUR GROUP                       ,3743,Leisure Goods,Consumer Electronics,GB,AIM,YES,NO,NO,NO,4.48863169,N,
20-Sep-06,ARMSTRONG VENTURES PLC             ,6575,Mobile Telecommunications,Mobile Telecommunications,GB,AIM,YES,NO,NO,NO,0.9915843336,N,
5-Dec-13,ARRIA NLG PLC                      ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,YES,38.364821285,N,
12-Sep-13,ARRICANO REAL ESTATE PLC           ,8633,Real Estate Investment & Services,Real Estate Holding & Development,CY,AIM,YES,NO,NO,NO,160.6641971308,N,
11-Oct-13,ARROW GLOBAL GRP PLC               ,8775,General Financial,Specialty Finance,GB,Main Market,YES,NO,NO,NO,396.84878415,N,Premium
16-Oct-98,ARTEMIS ALPHA TRUST                ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,129.8322336988,N,Premium
14-Dec-04,ARTEMIS VCT PLC                    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,35.169229375,N,Premium
8-Jan-07,ARTILIUM PLC                       ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,15.1974156813,N,
10-Nov-04,ASCENT RESOURCES                   ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,3.666814602,N,
5-Apr-07,ASEANA PROPERTIES LTD              ,8733,Real Estate,Real Estate Holding & Development,JE,Main Market,YES,NO,NO,NO,61.2110874375,N,Standard
23-Sep-05,ASHCOURT ROWAN PLC                 ,8771,General Financial,Asset Managers,GB,AIM,YES,NO,NO,NO,63.8812188,N,
15-Jan-07,ASHLEY HOUSE PLC                   ,2357,Construction & Materials,Heavy Construction,GB,AIM,YES,NO,NO,NO,4.806879495,N,
5-Dec-85,ASHLEY(LAURA)HLDGS                 ,5375,General Retailers,Home Improvement Retailers,GB,Main Market,YES,NO,NO,NO,216.01375902,N,Premium
,ASHMORE GLOBAL OPPORTUNITIES LTD   ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,0,N,Premium
17-Oct-06,ASHMORE GROUP PLC                  ,8771,General Financial,Asset Managers,GB,Main Market,YES,NO,NO,NO,1980.6429244,N,Premium
22-Mar-95,ASHOK LEYLAND                      ,2753,Industrial Engineering,Commercial Vehicles & Trucks,IN,PSM,NO,YES,NO,NO,0,N,Standard
6-Dec-85,ASHPOL                             ,7,Preference,Preference,GB,PSM,NO,NO,YES,NO,0,N,Standard
8-Oct-90,ASHTEAD GROUP                      ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,5798.31038208,N,Premium
16-Sep-96,ASIA CEMENT CORP                   ,2353,Construction & Materials,Building Materials & Fixtures,TW,PSM,NO,YES,NO,NO,99.2442175714,N,Standard
6-Sep-10,ASIA CERAMICS HLDGS PLC            ,5375,General Retailers,Home Improvement Retailers,JE,AIM,YES,NO,NO,NO,4.9730071275,N,
28-Jun-11,ASIA RESOURCE MINERALS PLC         ,1771,Mining,Coal,GB,Main Market,YES,NO,NO,NO,59.034481415,N,Premium
3-Aug-05,ASIAN CITRUS HLDGS                 ,3573,Food Producers,Farming & Fishing,BM,AIM,YES,NO,NO,NO,84.678744195,N,
5-Oct-06,ASIAN GROWTH PROPERTIES            ,8633,Real Estate Investment & Services,Real Estate Holding & Development,VG,AIM,YES,NO,NO,NO,141.81564992,N,
26-Nov-87,ASIAN TOTAL RETURN INVEST CO PLC   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,284.19534912,N,Premium
3-Oct-01,ASOS                               ,5371,General Retailers,Apparel Retailers,GB,AIM,YES,NO,NO,NO,2149.15355424,N,
30-Mar-07,ASSETCO PLC                        ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,36.637089,N,
5-Nov-37,ASSOCIATED BRITISH ENGINEERING     ,2757,Industrial Engineering,Industrial Machinery,GB,Main Market,YES,NO,NO,NO,2.458788,N,Premium
1-Aug-94,ASSOCIATED BRITISH FOODS           ,3577,Food Producers,Food Products,GB,Main Market,YES,NO,NO,NO,24971.76,N,Premium
21-Nov-03,ASSURA GROUP LTD                   ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,Main Market,YES,NO,NO,NO,513.51907191,N,Premium
1-Jun-93,ASTRAZENECA PLC                    ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,Main Market,YES,NO,NO,NO,55930.344630975,N,Premium
24-Sep-08,ATHELNEY TRUST                     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,3.86700795,N,Premium
17-Feb-97,ATIA GROUP LTD                     ,1357,Chemicals,Specialty Chemicals,IL,Main Market,YES,NO,NO,NO,0,Y,
25-Jul-96,ATKINS(WS)                         ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,1369.30738664,N,Premium
19-Nov-07,ATLANTIC COAL PLC                  ,1771,Mining,Coal,GB,AIM,YES,NO,NO,NO,7.6931885333,N,
10-May-96,ATLANTIS JAPAN GROWTH FUND         ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,102.378607065,N,Premium
20-Feb-14,ATLANTIS RESOURCES LTD             ,583,Alternative Energy,Renewable Energy Equipment,SG,AIM,YES,NO,NO,NO,25.2001865,N,
23-Oct-14,ATLAS DEVLPMNT & SUPPORT SRVCS LTD ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,AIM,YES,NO,NO,NO,39.0623000086,N,
20-Dec-13,ATLAS MARA CO NVEST LTD            ,8775,General Financial,Specialty Finance,VG,Main Market,YES,NO,NO,YES,568.5864915164,Y,Standard
19-Aug-14,ATTRAQT GROUP PLC                  ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,11.03490679,N,
22-Aug-14,AUCTUS GROWTH PLC                  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,2.5623,N,Standard
20-May-14,AUDIOBOOM GRP PLC                  ,8985,Equity Investment Instruments,Equity Investment Instruments,JE,AIM,YES,NO,NO,NO,53.8572694613,N,
15-Dec-04,AUGEAN                             ,2799,Support Services,Waste & Disposal Services,GB,AIM,YES,NO,NO,NO,56.6052159,N,
2-Apr-12,AUHUA CLEAN ENERGY PLC             ,583,Alternative Energy,Renewable Energy Equipment,JE,AIM,YES,NO,NO,NO,26.394312275,N,
25-Apr-06,AUKETT SWANKE GROUP PLC            ,2357,Construction & Materials,Heavy Construction,GB,AIM,YES,NO,NO,NO,11.56495564,N,
19-Jan-04,AURASIAN MINERALS PLC              ,1777,Mining,Gold Mining,GB,AIM,YES,NO,NO,NO,1.3826877338,N,
13-Apr-11,AUREUS MINING INC                  ,1777,Mining,Gold Mining,CA,AIM,YES,NO,NO,NO,61.4551349475,N,
13-Mar-97,AURORA INVESTMENT TRUST            ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,17.27061375,N,Premium
24-Mar-06,AURORA RUSSIA                      ,8775,General Financial,Specialty Finance,GG,AIM,YES,NO,NO,NO,9.84375,N,
1-Feb-05,AURUM MINING                       ,1777,Mining,Gold Mining,GB,AIM,YES,NO,NO,NO,1.825599125,N,
8-Aug-06,AVACTA GROUP PLC                   ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,31.7756832448,N,
6-May-10,AVANGARDCO INVESTMENTS PUBLIC LTD  ,3573,Food Producers,Farming & Fishing,CY,Main Market,NO,YES,NO,NO,19.7276625,Y,Standard
14-Jan-05,AVANTA SERVICED OFFICE GROUP PLC   ,8637,Real Estate Investment & Services,Real Estate Services,GB,AIM,YES,NO,NO,NO,35.81854281,N,
6-Oct-97,AVANTI CAPITAL                     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,AIM,YES,NO,NO,NO,4.33390608,N,
16-Apr-07,AVANTI COMMUNICATIONS GROUP PLC    ,6575,Mobile Telecommunications,Mobile Telecommunications,GB,AIM,YES,NO,NO,NO,293.3534652775,N,
24-May-06,AVARAE GLOBAL COINS                ,8775,General Financial,Specialty Finance,IM,AIM,YES,NO,NO,NO,8.7933168525,N,
6-Oct-10,AVATION PLC                        ,2777,Industrial Transportation,Transportation Services,GB,Main Market,YES,NO,NO,NO,95.08952552,N,Standard
17-May-07,AVESCO GROUP PLC                   ,5553,Media,Broadcasting & Entertainment,GB,AIM,YES,NO,NO,NO,24.30751,N,
5-Dec-96,AVEVA GROUP                        ,9537,Software & Computer Services,Software,GB,Main Market,YES,NO,NO,NO,840.211677,N,Premium
14-Oct-04,AVINGTRANS PLC                     ,2757,Industrial Engineering,Industrial Machinery,GB,AIM,YES,NO,NO,NO,30.68824104,N,
4-Jun-90,AVIVA                              ,8575,Life Insurance,Life Insurance,GB,Main Market,YES,NO,YES,NO,14404.80177968,N,Premium
8-Dec-11,AVOCET MINING                      ,1777,Mining,Gold Mining,GB,Main Market,YES,NO,NO,NO,9.397927305,N,Premium
12-Jul-49,AVON RUBBER                        ,2717,Aerospace & Defence,Defence,GB,Main Market,YES,NO,NO,NO,237.3281838,N,Premium
23-May-05,AXA PROPERTY TRUST                 ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,Main Market,YES,NO,NO,NO,37.8791128925,N,Premium
22-Mar-05,AXIS BANK LTD                      ,8355,Banks,Banks,IN,PSM,NO,YES,NO,NO,0,N,Standard
12-Apr-12,AZONTO PETROLEUM LTD               ,533,Oil & Gas Producers,Exploration & Production,AU,AIM,YES,NO,NO,NO,3.752076575,N,
17-Jun-14,B & M EUROPEAN VALUE RETAIL SA     ,5373,General Retailers,Broadline Retailers,LU,Main Market,YES,NO,NO,NO,2850,Y,Premium
2-Feb-06,B.P.MARSH & PARTNERS               ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,37.85285,N,
8-Jun-98,B.S.D CROWN LTD                    ,9535,Software & Computer Services,Internet,IL,Main Market,YES,NO,NO,NO,49.7787573475,Y,Standard
5-Mar-98,BAA LYNTON LTD                     ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard
14-Aug-89,BABCOCK INTL GROUP PLC             ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,5311.96760314,N,Premium
25-Jul-14,BACANORA MINERALS LTD              ,1775,Mining,General Mining,CA,AIM,YES,NO,NO,NO,38.80820406,N,
26-Oct-12,BACIT LTD                          ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,678.80441706,N,Premium
11-Feb-81,BAE SYSTEMS                        ,2717,Aerospace & Defence,Defence,GB,Main Market,YES,NO,NO,NO,14819.51799608,N,Premium
15-Apr-14,BAGIR GRP LTD                      ,3763,Personal Goods,Clothing & Accessories,IL,AIM,YES,NO,NO,NO,5.650111125,N,
16-Jun-10,BAHAMAS PETROLEUM COMPANY PLC      ,533,Oil & Gas Producers,Exploration & Production,IM,AIM,YES,NO,NO,NO,25.5939651968,N,
9-Aug-04,BAILEY(C.H.)                       ,2753,Industrial Engineering,Commercial Vehicles & Trucks,GB,AIM,YES,NO,NO,NO,13.696371,N,
14-Dec-81,BAILLIE GIFFORD JAPAN TRUST        ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,256.570846875,N,Premium
1-Jul-85,BAILLIE GIFFORD SHIN NIPPON        ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,95.752899585,N,Premium
4-Nov-94,BAJAJ HLDGS & INVESTMENT LTD       ,8775,General Financial,Specialty Finance,IN,PSM,NO,YES,NO,NO,3570.0745687425,N,Standard
28-Apr-10,BAKER STEEL RESOURCES TRUST LTD    ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,22.1072203138,N,Premium
28-Jun-45,BALFOUR BEATTY                     ,2357,Construction & Materials,Heavy Construction,GB,Main Market,YES,NO,YES,NO,1625.88586903,N,Premium
13-Mar-00,BANCA LOMBARDA PREFERRED SECURITIES,7,Preference,Preference,US,Main Market,NO,NO,YES,NO,0,Y,Standard
3-Oct-88,BANCO BILBAO VIZCAYA ARGENTARIA SA ,8355,Banks,Banks,ES,Main Market,YES,NO,NO,NO,37793.3345534603,Y,Standard
20-Dec-02,BANCO DE CHILE                     ,8355,Banks,Banks,CL,Main Market,NO,YES,NO,NO,1720.6245120705,Y,Standard
1-Jul-05,BANCO SANTANDER SA                 ,8355,Banks,Banks,ES,Main Market,YES,NO,NO,NO,68787.90793611,Y,Standard
